27/07/20 20:05
Données du projet

                           	Segments	  Mots	Caractères (sans espaces)	Caractères (avec espaces)	Nombre de fichiers	
Total :                    	   33721	150081	                   960554	                  1051923	               112	
Restants :                 	   33721	150081	                   960554	                  1051923	               112	
Segments uniques :         	    6923	 51246	                   279205	                   319346	               110	
Segments uniques restants :	    6923	 51246	                   279205	                   319346	               110	


Statistiques par fichiers :

Nom du fichier                                              	Total segments	Segments restants	Segments uniques	Segments uniques restants	Total mots	Mots restants	Mots uniques	Mots uniques restants	Total caractères (sans espaces)	Caractères restants (sans espaces)	Caractères uniques (sans espaces)	Caractères uniques restants (sans espaces)	Total caractères (avec espaces)	Caractères restants (avec espaces)	Caractères uniques (avec espaces)	Caractères uniques restants (avec espaces)	
script/t/tutorial 4.txt                                     	            94	               94	               6	                        6	       403	          403	          45	                   45	                           3064	                              3064	                              249	                                       249	                           3349	                              3349	                              282	                                       282	
script/tech cost 200%.txt                                   	             6	                6	               3	                        3	        25	           25	          22	                   22	                            262	                               262	                              140	                                       140	                            279	                               279	                              156	                                       156	
script/tech cost 50%.txt                                    	             6	                6	               2	                        2	        25	           25	          18	                   18	                            259	                               259	                              118	                                       118	                            276	                               276	                              132	                                       132	
script/test/AI num test.txt                                 	             5	                5	               2	                        2	        33	           33	           9	                    9	                            187	                               187	                               52	                                        52	                            213	                               213	                               58	                                        58	
script/test/city goal test.txt                              	             5	                5	               0	                        0	        33	           33	           0	                    0	                            187	                               187	                                0	                                         0	                            213	                               213	                                0	                                         0	
script/test/script01.txt                                    	            53	               53	              13	                       13	       188	          188	          56	                   56	                           1107	                              1107	                              317	                                       317	                           1195	                              1195	                              347	                                       347	
script/test/script02.txt                                    	           113	              113	               8	                        8	       587	          587	          63	                   63	                           3458	                              3458	                              415	                                       415	                           3857	                              3857	                              467	                                       467	
script/test/script03.txt                                    	           132	              132	              21	                       21	       852	          852	         204	                  204	                           5025	                              5025	                             1172	                                      1172	                           5654	                              5654	                             1333	                                      1333	
script/test/user script - cities.txt                        	            12	               12	               2	                        2	        58	           58	           8	                    8	                            294	                               294	                               40	                                        40	                            334	                               334	                               45	                                        45	
script/test/user script - player expertise.txt              	            38	               38	               6	                        6	       124	          124	          21	                   21	                            784	                               784	                              127	                                       127	                            837	                               837	                              136	                                       136	
